Statistical profiling result from .\isolate-000001F9E0ABE580-20512-v8.log, (20519 ticks, 24 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     14  100.0%          LazyCompile: *handle D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\layer.js:86:49
     14  100.0%            LazyCompile: *next D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\index.js:177:16
     30    1.5%      LazyCompile: *setupHelper D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:1020:36
     23   76.7%        LazyCompile: *invokeAmbiguous D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:699:44
     23  100.0%          LazyCompile: *compile D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:73:28
     14   60.9%            LazyCompile: *compile D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:73:28
      9   39.1%            LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-handlebars\dist\express-handlebars.js:227:47
      7   23.3%        LazyCompile: *invokeKnownHelper D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:682:48
      7  100.0%          LazyCompile: *compile D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:73:28
      4   57.1%            LazyCompile: *invokePartial D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:298:23
      2   28.6%            LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-handlebars\dist\express-handlebars.js:227:47
      1   14.3%            LazyCompile: *compileInput D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\compiler.js:507:24
     27    1.3%      LazyCompile: *hash D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-session\index.js:596:14
      8   29.6%        Function: ^isSaved D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-session\index.js:430:21
      8  100.0%          Function: ^shouldSave D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-session\index.js:440:24
      8  100.0%            LazyCompile: *send D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\response.js:111:25
      7   25.9%        Function: ^inflate D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-session\index.js:371:22
      7  100.0%          Function: ^<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-session\index.js:485:38
      7  100.0%            LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\connect-mongo\build\main\lib\MongoStore.js:203:10
      5   18.5%        Function: ^save D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-session\index.js:403:20
      5  100.0%          LazyCompile: *send D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\response.js:111:25
      5  100.0%            Function: ^done D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\response.js:1033:27
      4   14.8%        Function: ^isModified D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-session\index.js:425:24
      4  100.0%          Function: ^shouldSetCookie D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-session\index.js:464:29
      4  100.0%            Function: ^<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-session\index.js:220:28
      3   11.1%        LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-session\index.js:485:38
      3  100.0%          LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\connect-mongo\build\main\lib\MongoStore.js:203:10
      3  100.0%            D:\Programs\nodejs\node.exe
     25    1.2%      LazyCompile: *nextTick node:internal/process/task_queues:104:18
      8   32.0%        LazyCompile: *readableAddChunk D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\pino-pretty\node_modules\readable-stream\lib\internal\streams\readable.js:216:26
      8  100.0%          LazyCompile: *ondata node:internal/streams/readable:752:18
      8  100.0%            LazyCompile: *readableAddChunk node:internal/streams/readable:236:26
      5   20.0%        LazyCompile: *command D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\sdam\server.js:152:12
      2   40.0%          LazyCompile: *executeCommand D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\operations\command.js:48:19
      2  100.0%            LazyCompile: *execute D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\operations\update.js:22:12
      2   40.0%          Function: ^execute D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\operations\find.js:30:12
      2  100.0%            LazyCompile: *processWaitQueue D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\sdam\topology.js:535:26
      1   20.0%          LazyCompile: *execute D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\operations\find.js:30:12
      1  100.0%            LazyCompile: *processWaitQueue D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\sdam\topology.js:535:26
      4   16.0%        LazyCompile: *readableAddChunk node:internal/streams/readable:236:26
      2   50.0%          LazyCompile: *onStreamRead node:internal/stream_base_commons:167:22
      1   25.0%          LazyCompile: *parserOnMessageComplete node:_http_common:147:33
      1   25.0%          Function: ^Readable.push node:internal/streams/readable:227:35
      1  100.0%            Function: ^parserOnMessageComplete node:_http_common:147:33
      3   12.0%        LazyCompile: *Readable.read node:internal/streams/readable:394:35
      2   66.7%          LazyCompile: *resume_ node:internal/streams/readable:984:17
      2  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      1   33.3%          Function: ^resume_ node:internal/streams/readable:984:17
      1  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      1    4.0%        LazyCompile: *write_ node:_http_outgoing:730:16
      1  100.0%          Function: ^write node:_http_outgoing:701:49
      1  100.0%            Function: ^write D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\compression\index.js:78:32
      1    4.0%        LazyCompile: *_destroy node:_http_incoming:176:55
      1  100.0%          Function: ^_destroy node:internal/streams/destroy:70:18
      1  100.0%            Function: ^destroy node:internal/streams/destroy:32:17
      1    4.0%        Function: ^maybeReadMore D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\pino-pretty\node_modules\readable-stream\lib\internal\streams\readable.js:551:23
      1  100.0%          Function: ^addChunk D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\pino-pretty\node_modules\readable-stream\lib\internal\streams\readable.js:280:18
      1  100.0%            Function: ^readableAddChunk D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\pino-pretty\node_modules\readable-stream\lib\internal\streams\readable.js:216:26
      1    4.0%        Function: ^checkOut D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\connection_pool.js:148:13
      1  100.0%          Function: ^withConnection D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\connection_pool.js:276:19
      1  100.0%            Function: ^command D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\sdam\server.js:152:12
      1    4.0%        Function: ^checkIn D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\connection_pool.js:175:12
      1  100.0%          Function: ^<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\connection_pool.js:293:27
      1  100.0%            Function: ^<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\sdam\server.js:210:101
     25    1.2%      LazyCompile: *endSession D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\sessions.js:129:15
     10   40.0%        LazyCompile: *cleanupCursor D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cursor\abstract_cursor.js:536:23
     10  100.0%          LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cursor\abstract_cursor.js:428:42
     10  100.0%            Function: ^<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cursor\find_cursor.js:54:79
      7   28.0%        LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\operations\update.js:76:40
      7  100.0%          LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\sdam\server.js:210:101
      7  100.0%            Function: ^handleOperationResult D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\sdam\server.js:282:42
      4   16.0%        LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\operations\execute_operation.js:69:70
      4  100.0%          Function: ^<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\operations\update.js:76:40
      4  100.0%            LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\sdam\server.js:210:101
      4   16.0%        Function: ^<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\operations\execute_operation.js:69:70
      4  100.0%          Function: ^<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\operations\update.js:76:40
      2   50.0%            LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\connection_pool.js:293:27
      2   50.0%            Function: ^<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\connection_pool.js:293:27
     24    1.2%      LazyCompile: *compression D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\compression\index.js:59:31
     24  100.0%        LazyCompile: *trim_prefix D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\index.js:293:23
     24  100.0%          LazyCompile: *next D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\index.js:177:16
     21   87.5%            LazyCompile: *expressInit D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\middleware\init.js:29:30
      3   12.5%            Function: ^expressInit D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\middleware\init.js:29:30
     23    1.1%      LazyCompile: *onwrite node:internal/streams/writable:425:17
     13   56.5%        LazyCompile: *Socket._writeGeneric node:net:791:42
     12   92.3%          LazyCompile: *Socket._write node:net:828:35
     12  100.0%            LazyCompile: *_write node:internal/streams/writable:283:16
      1    7.7%          Function: ^Socket._write node:net:828:35
      1  100.0%            LazyCompile: *_write node:internal/streams/writable:283:16
      4   17.4%        LazyCompile: *writevGeneric node:internal/stream_base_commons:122:23
      4  100.0%          LazyCompile: *clearBuffer node:internal/streams/writable:529:21
      2   50.0%            LazyCompile: *end node:_http_outgoing:833:45
      2   50.0%            LazyCompile: *Writable.uncork node:internal/streams/writable:341:37
      2    8.7%        LazyCompile: *processIncomingData D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\message_stream.js:84:29
      2  100.0%          LazyCompile: *_write D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\message_stream.js:31:11
      2  100.0%            LazyCompile: *_write node:internal/streams/writable:283:16
      2    8.7%        Function: ^afterWriteDispatched node:internal/stream_base_commons:155:30
      2  100.0%          Function: ^writeGeneric node:internal/stream_base_commons:147:22
      2  100.0%            Function: ^Socket._writeGeneric node:net:791:42
      1    4.3%        LazyCompile: *Transform._write node:internal/streams/transform:178:38
      1  100.0%          LazyCompile: *_write node:internal/streams/writable:283:16
      1  100.0%            LazyCompile: *write D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\pino\lib\multistream.js:46:18
      1    4.3%        Function: ^processIncomingData D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\message_stream.js:84:29
      1  100.0%          Function: ^_write D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\message_stream.js:31:11
      1  100.0%            LazyCompile: *_write node:internal/streams/writable:283:16
     22    1.1%      LazyCompile: *next D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\index.js:177:16
     12   54.5%        LazyCompile: *handle D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\index.js:136:31
     12  100.0%          Function: ^router D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\index.js:46:18
     12  100.0%            LazyCompile: *trim_prefix D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\index.js:293:23
      4   18.2%        Function: ^error D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\serve-static\index.js:115:39
      2   50.0%          LazyCompile: *onStatError D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\send\index.js:412:57
      2  100.0%            Function: ^next D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\send\index.js:728:17
      2   50.0%          LazyCompile: *emit node:events:475:44
      2  100.0%            Function: ^error D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\send\index.js:267:45
      3   13.6%        Function: ^<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-session\index.js:485:38
      2   66.7%          LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\connect-mongo\build\main\lib\MongoStore.js:203:10
      2  100.0%            D:\Programs\nodejs\node.exe
      1   33.3%          Function: ^<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\connect-mongo\build\main\lib\MongoStore.js:203:10
      1  100.0%            D:\Programs\nodejs\node.exe
      1    4.5%        LazyCompile: *error D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\serve-static\index.js:115:39
      1  100.0%          LazyCompile: *onStatError D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\send\index.js:412:57
      1  100.0%            Function: ^next D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\send\index.js:728:17
      1    4.5%        Function: ^jsonParser D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\body-parser\lib\types\json.js:98:30
      1  100.0%          LazyCompile: *trim_prefix D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\index.js:293:23
      1  100.0%            LazyCompile: *next D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\index.js:177:16
      1    4.5%        Function: ^initialize D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\passport\lib\middleware\initialize.js:51:29
      1  100.0%          Function: ^handle D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\layer.js:86:49
      1  100.0%            Function: ^trim_prefix D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\index.js:293:23
     21    1.0%      LazyCompile: *quotedString D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\code-gen.js:118:38
     11   52.4%        LazyCompile: *setupHelper D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:1020:36
      5   45.5%          LazyCompile: *invokeKnownHelper D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:682:48
      5  100.0%            LazyCompile: *compile D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:73:28
      5   45.5%          LazyCompile: *invokeAmbiguous D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:699:44
      5  100.0%            LazyCompile: *compile D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:73:28
      1    9.1%          Function: ^invokeKnownHelper D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:682:48
      1  100.0%            LazyCompile: *compile D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:73:28
      9   42.9%        LazyCompile: *compile D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:73:28
      3   33.3%          LazyCompile: *compile D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:73:28
      1   33.3%            LazyCompile: *invokePartial D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:298:23
      1   33.3%            LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-handlebars\dist\express-handlebars.js:227:47
      1   33.3%            Function: ^compileInput D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\compiler.js:507:24
      3   33.3%          Function: ^compileInput D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\compiler.js:507:24
      3  100.0%            Function: ^ret D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\compiler.js:515:15
      2   22.2%          LazyCompile: *invokePartial D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:298:23
      2  100.0%            LazyCompile: *invokePartialWrapper D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:70:32
      1   11.1%          LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-handlebars\dist\express-handlebars.js:227:47
      1  100.0%            LazyCompile: *step D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-handlebars\dist\express-handlebars.js:31:18
      1    4.8%        Function: ^pushSource D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:881:34
      1  100.0%          Function: ^append D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:394:26
      1  100.0%            Function: ^compile D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:73:28
     21    1.0%      LazyCompile: *SourceNode_walk D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\source-map\lib\source-node.js:221:53
     20   95.2%        LazyCompile: *SourceNode_walk D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\source-map\lib\source-node.js:221:53
     18   90.0%          LazyCompile: *SourceNode_walk D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\source-map\lib\source-node.js:221:53
     14   77.8%            LazyCompile: *SourceNode_walk D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\source-map\lib\source-node.js:221:53
      3   16.7%            LazyCompile: *SourceNode_toString D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\source-map\lib\source-node.js:318:61
      1    5.6%            Function: ^SourceNode_toString D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\source-map\lib\source-node.js:318:61
      1    5.0%          LazyCompile: *SourceNode_toString D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\source-map\lib\source-node.js:318:61
      1  100.0%            D:\Programs\nodejs\node.exe
      1    5.0%          Function: ^SourceNode_toString D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\source-map\lib\source-node.js:318:61
      1  100.0%            D:\Programs\nodejs\node.exe
      1    4.8%        Function: ^SourceNode_toString D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\source-map\lib\source-node.js:318:61
      1  100.0%          D:\Programs\nodejs\node.exe
      1  100.0%            LazyCompile: *compile D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:73:28
     21    1.0%      Function: ^stat node:internal/modules/cjs/loader:151:14
     11   52.4%        Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
     11  100.0%          Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
     11  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
     10   47.6%        Function: ^tryFile node:internal/modules/cjs/loader:384:17
     10  100.0%          Function: ^tryExtensions node:internal/modules/cjs/loader:400:23
     10  100.0%            Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
     21    1.0%      Function: ^cpus node:os:133:14
     20   95.2%        Function: ^<anonymous> file:///D:/Courses/Backend%20Coderhouse/Clase%2030%20-%20PROXY%20_%20NGINX/Servidor-con-balance-de-carga/routes/mainRouter.js:47:25
     17   85.0%          Function: ^handle D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\layer.js:86:49
     17  100.0%            Function: ^next D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\route.js:116:16
      3   15.0%          LazyCompile: *handle D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\layer.js:86:49
      3  100.0%            Function: ^next D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\route.js:116:16
      1    4.8%        LazyCompile: ~<anonymous> file:///D:/Courses/Backend%20Coderhouse/Clase%2030%20-%20PROXY%20_%20NGINX/Servidor-con-balance-de-carga/routes/mainRouter.js:47:25
